Mes,ME/USD,Moneda,Anho,G/ME
3,"120,0300",JPY,2003,"57,32"
3,"1,5686",GBP,2003,"10.791,97"
3,"1,3706",CHF,2003,"5.019,70"
3,"7,4287",FRF,2003,"926,14"
3,"8,5673",SEK,2003,"803,05"
3,"2,4957",NLG,2003,"2.756,74"
3,"6,8961",DKK,2003,"997,67"
3,"188,4300",ESP,2003,"36,51"
3,"7,3260",NOK,2003,"939,12"
3,"15,5836",ATS,2003,"441,49"
3,"2.192,8300",ITL,2003,"3,14"
3,"45,6850",BEF,2003,"150,60"
3,"3,3750",BRL,2003,"2.038,52"
3,"2,9750",ARS,2003,"2.312,61"
3,"1,4663",CAD,2003,"4.692,08"
3,"7,9413",ZAR,2003,"866,36"
3,"1,3629",SDR,2003,"9.376,75"
3,"330,8000",XAU,2003,"2.275.904,00"
3,"1.596,0000",VEF,2003,"4,31"
3,"727,3000",CLP,2003,"9,46"
3,"1,0766",EUR,2003,"7.407,01"
3,"28,6000",UYU,2003,"240,56"
4,"1,0000",USD,2003,"6.840,00"
4,"2,2150",DEM,2003,"3.088,04"
4,"120,0600",JPY,2003,"56,97"
4,"1,5918",GBP,2003,"10.887,91"
4,"1,3675",CHF,2003,"5.001,83"
4,"7,4287",FRF,2003,"920,75"
4,"8,2730",SEK,2003,"826,79"
4,"2,4957",NLG,2003,"2.740,71"
4,"6,7361",DKK,2003,"1.015,42"
4,"188,4300",ESP,2003,"36,30"
4,"7,0697",NOK,2003,"967,51"
4,"15,5836",ATS,2003,"438,92"
4,"2.192,8300",ITL,2003,"3,12"
4,"45,6850",BEF,2003,"149,72"
4,"2,9030",BRL,2003,"2.356,18"
4,"2,8500",ARS,2003,"2.400,00"
4,"1,4453",CAD,2003,"4.732,58"
4,"7,1380",ZAR,2003,"958,25"
4,"1,3791",SDR,2003,"9.433,04"
4,"333,4500",XAU,2003,"2.280.798,00"
4,"1.596,0000",VEF,2003,"4,29"
4,"704,3000",CLP,2003,"9,71"
4,"1,1016",EUR,2003,"7.534,94"
4,"29,1000",UYU,2003,"235,05"
5,"1,0000",USD,2003,"6.200,00"
5,"2,2150",DEM,2003,"2.799,10"
5,"118,4400",JPY,2003,"52,35"
5,"1,6513",GBP,2003,"10.238,06"
5,"1,2884",CHF,2003,"4.812,17"
5,"7,4287",FRF,2003,"834,60"
5,"7,7339",SEK,2003,"801,67"
5,"2,4957",NLG,2003,"2.484,27"
5,"6,2666",DKK,2003,"989,37"
5,"188,4300",ESP,2003,"32,90"
5,"6,6616",NOK,2003,"930,71"
5,"15,5836",ATS,2003,"397,85"
5,"2.192,8300",ITL,2003,"2,83"
5,"45,6850",BEF,2003,"135,71"
5,"2,9250",BRL,2003,"2.119,66"
5,"2,8750",ARS,2003,"2.156,52"
5,"1,3744",CAD,2003,"4.511,06"
5,"8,0500",ZAR,2003,"770,19"
5,"1,4157",SDR,2003,"8.777,34"
5,"363,6000",XAU,2003,"2.254.320,00"
5,"1.596,0000",VEF,2003,"3,88"
5,"710,2000",CLP,2003,"8,73"
5,"1,1840",EUR,2003,"7.340,80"
5,"28,0000",UYU,2003,"221,43"
6,"1,0000",USD,2003,"6.200,00"
6,"2,2150",DEM,2003,"2.799,10"
6,"119,6000",JPY,2003,"51,84"
6,"1,6499",GBP,2003,"10.229,38"
6,"1,3504",CHF,2003,"4.591,23"
6,"7,4287",FRF,2003,"834,60"
6,"8,0278",SEK,2003,"772,32"
6,"2,4957",NLG,2003,"2.484,27"
6,"6,4952",DKK,2003,"954,55"
6,"188,4300",ESP,2003,"32,90"
6,"7,2461",NOK,2003,"855,63"
6,"15,5836",ATS,2003,"397,85"
6,"2.192,8300",ITL,2003,"2,83"
6,"45,6850",BEF,2003,"135,71"
6,"2,8770",BRL,2003,"2.155,02"
6,"2,7950",ARS,2003,"2.218,25"
6,"1,3490",CAD,2003,"4.596,00"
6,"7,4613",ZAR,2003,"830,95"
6,"1,4018",SDR,2003,"8.691,16"
6,"346,0000",XAU,2003,"2.145.200,00"
6,"1.596,0000",VEF,2003,"3,88"
6,"697,5000",CLP,2003,"8,89"
6,"1,1431",EUR,2003,"7.087,22"
6,"25,8500",UYU,2003,"239,85"
7,"1,0000",USD,2003,"6.000,00"
7,"2,2150",DEM,2003,"2.708,80"
7,"120,5400",JPY,2003,"49,78"
7,"1,6167",GBP,2003,"9.700,20"
7,"1,3641",CHF,2003,"4.398,50"
7,"7,4287",FRF,2003,"807,68"
7,"8,0745",SEK,2003,"743,08"
7,"2,4957",NLG,2003,"2.404,14"
7,"6,5401",DKK,2003,"917,42"
7,"188,4300",ESP,2003,"31,84"
7,"7,2162",NOK,2003,"831,46"
7,"15,5836",ATS,2003,"385,02"
7,"2.192,8300",ITL,2003,"2,74"
7,"45,6850",BEF,2003,"131,33"
7,"2,9460",BRL,2003,"2.036,66"
7,"2,8900",ARS,2003,"2.076,12"
7,"1,3995",CAD,2003,"4.287,25"
7,"7,3625",ZAR,2003,"814,94"
7,"1,3992",SDR,2003,"8.395,20"
7,"355,9000",XAU,2003,"2.135.400,00"
7,"1.596,0000",VEF,2003,"3,76"
7,"706,1000",CLP,2003,"8,50"
7,"1,1357",EUR,2003,"6.814,20"
7,"26,8000",UYU,2003,"223,88"
8,"1,0000",USD,2003,"6.230,00"
8,"2,2150",DEM,2003,"2.812,64"
8,"117,4400",JPY,2003,"53,05"
8,"1,5757",GBP,2003,"9.816,61"
8,"1,4132",CHF,2003,"4.408,43"
8,"7,4287",FRF,2003,"838,64"
8,"8,4647",SEK,2003,"736,00"
8,"2,4957",NLG,2003,"2.496,29"
8,"6,8211",DKK,2003,"913,34"
8,"188,4300",ESP,2003,"33,06"
8,"7,6176",NOK,2003,"817,84"
8,"15,5836",ATS,2003,"399,78"
8,"2.192,8300",ITL,2003,"2,84"
8,"45,6850",BEF,2003,"136,37"
8,"2,9510",BRL,2003,"2.111,15"
8,"2,9650",ARS,2003,"2.101,18"
8,"1,3970",CAD,2003,"4.459,56"
8,"7,3176",ZAR,2003,"851,37"
8,"1,3710",SDR,2003,"8.541,33"
8,"370,0000",XAU,2003,"2.305.100,00"
8,"1.596,0000",VEF,2003,"3,90"
8,"698,7000",CLP,2003,"8,92"
8,"1,0888",EUR,2003,"6.783,22"
8,"27,3000",UYU,2003,"228,21"
9,"1,0000",USD,2003,"6.280,00"
9,"2,2150",DEM,2003,"2.835,21"
9,"111,7900",JPY,2003,"56,18"
9,"1,6585",GBP,2003,"10.415,38"
9,"1,3432",CHF,2003,"4.675,40"
9,"7,4287",FRF,2003,"845,37"
9,"7,7810",SEK,2003,"807,09"
9,"2,4957",NLG,2003,"2.516,33"
9,"6,4669",DKK,2003,"971,10"
9,"188,4300",ESP,2003,"33,33"
9,"7,0576",NOK,2003,"889,82"
9,"15,5836",ATS,2003,"402,99"
9,"2.192,8300",ITL,2003,"2,86"
9,"45,6850",BEF,2003,"137,46"
9,"2,9350",BRL,2003,"2.139,69"
9,"2,9000",ARS,2003,"2.165,52"
9,"1,3545",CAD,2003,"4.636,40"
9,"7,1576",ZAR,2003,"877,39"
9,"1,4165",SDR,2003,"8.895,62"
9,"382,3000",XAU,2003,"2.400.844,00"
9,"1.596,0000",VEF,2003,"3,93"
9,"661,0000",CLP,2003,"9,50"
9,"1,1480",EUR,2003,"7.209,44"
9,"27,5000",UYU,2003,"228,36"
10,"1,0000",USD,2003,"6.240,00"
10,"2,2150",DEM,2003,"2.817,16"
10,"108,2500",JPY,2003,"57,64"
10,"1,7023",GBP,2003,"10.622,35"
10,"1,3245",CHF,2003,"4.711,21"
10,"7,4287",FRF,2003,"839,99"
10,"7,6950",SEK,2003,"810,92"
10,"2,4957",NLG,2003,"2.500,30"
10,"6,3513",DKK,2003,"982,48"
10,"188,4300",ESP,2003,"33,12"
10,"7,0208",NOK,2003,"888,79"
10,"15,5836",ATS,2003,"400,42"
10,"2.192,8300",ITL,2003,"2,85"
10,"45,6850",BEF,2003,"136,59"
10,"2,8530",BRL,2003,"2.187,17"
10,"2,8650",ARS,2003,"2.178,01"
10,"1,3078",CAD,2003,"4.771,37"
10,"6,8713",ZAR,2003,"908,13"
10,"1,4378",SDR,2003,"8.971,87"
10,"386,7500",XAU,2003,"2.413.320,00"
10,"1.596,0000",VEF,2003,"3,91"
10,"627,8000",CLP,2003,"9,94"
10,"1,1702",EUR,2003,"7.302,05"
10,"28,0000",UYU,2003,"222,86"
11,"1,0000",USD,2003,"6.090,00"
11,"2,2150",DEM,2003,"2.749,44"
11,"109,1600",JPY,2003,"55,79"
11,"1,7146",GBP,2003,"10.441,91"
11,"1,2998",CHF,2003,"4.685,34"
11,"7,4287",FRF,2003,"819,79"
11,"7,5775",SEK,2003,"803,70"
11,"2,4957",NLG,2003,"2.440,20"
11,"6,2439",DKK,2003,"975,35"
11,"188,4300",ESP,2003,"32,32"
11,"6,8555",NOK,2003,"888,34"
11,"15,5836",ATS,2003,"390,80"
11,"2.192,8300",ITL,2003,"2,78"
11,"45,6850",BEF,2003,"133,30"
11,"2,9400",BRL,2003,"2.071,43"
11,"2,9850",ARS,2003,"2.040,20"
11,"1,3068",CAD,2003,"4.660,24"
11,"6,4000",ZAR,2003,"951,56"
11,"1,4395",SDR,2003,"8.766,56"
11,"395,5000",XAU,2003,"2.408.595,00"
11,"1.596,0000",VEF,2003,"3,82"
11,"624,5000",CLP,2003,"9,75"
11,"1,1908",EUR,2003,"7.251,97"
11,"28,4000",UYU,2003,"214,44"
12,"1,0000",USD,2003,"6.070,00"
12,"2,2150",DEM,2003,"2.740,41"
12,"106,9000",JPY,2003,"56,78"
12,"1,7782",GBP,2003,"10.793,67"
12,"1,2466",CHF,2003,"4.869,24"
12,"7,4287",FRF,2003,"817,10"
12,"7,2575",SEK,2003,"836,38"
12,"2,4957",NLG,2003,"2.432,18"
12,"5,9508",DKK,2003,"1.020,03"
12,"188,4300",ESP,2003,"32,21"
12,"6,7253",NOK,2003,"902,56"
12,"15,5836",ATS,2003,"389,51"
12,"2.192,8300",ITL,2003,"2,77"
12,"45,6850",BEF,2003,"132,87"
12,"2,8950",BRL,2003,"2.096,72"
12,"2,9350",ARS,2003,"2.068,14"
12,"1,3073",CAD,2003,"4.643,16"
12,"6,5876",ZAR,2003,"921,43"
12,"1,4806",SDR,2003,"8.987,24"
12,"415,5000",XAU,2003,"2.522.085,00"
12,"1.596,0000",VEF,2003,"3,80"
12,"592,6000",CLP,2003,"10,24"
12,"1,2507",EUR,2003,"7.591,75"
12,"28,7000",UYU,2003,"211,50"
1,"1,0000",USD,2004,"6.200,00"
1,"2,2150",DEM,2004,"2.799,10"
1,"106,0600",JPY,2004,"58,46"
1,"1,8128",GBP,2004,"11.239,36"
1,"1,2616",CHF,2004,"4.914,39"
1,"7,4287",FRF,2004,"834,60"
1,"7,4050",SEK,2004,"837,27"
1,"2,4957",NLG,2004,"2.484,27"
1,"6,0147",DKK,2004,"1.030,81"
1,"188,4300",ESP,2004,"32,90"
1,"7,0619",NOK,2004,"877,95"
1,"15,5836",ATS,2004,"397,85"
1,"2.192,8300",ITL,2004,"2,83"
1,"45,6850",BEF,2004,"135,71"
1,"2,9470",BRL,2004,"2.103,83"
1,"2,9075",ARS,2004,"2.132,42"
1,"1,3339",CAD,2004,"4.648,02"
1,"7,0138",ZAR,2004,"883,97"
1,"1,4873",SDR,2004,"9.221,26"
1,"397,9000",XAU,2004,"2.466.980,00"
1,"1.596,0000",VEF,2004,"3,88"
1,"599,0000",CLP,2004,"10,35"
1,"1,2382",EUR,2004,"7.676,84"
1,"28,9500",UYU,2004,"214,16"
2,"1,0000",USD,2004,"6.027,00"
2,"2,2150",DEM,2004,"2.720,99"
2,"109,4600",JPY,2004,"55,06"
2,"1,8636",GBP,2004,"11.231,92"
2,"1,2634",CHF,2004,"4.770,46"
2,"7,4287",FRF,2004,"811,31"
2,"7,4035",SEK,2004,"814,07"
2,"2,4957",NLG,2004,"2.414,95"
2,"5,9818",DKK,2004,"1.007,56"
2,"188,4300",ESP,2004,"31,99"
2,"7,0546",NOK,2004,"854,34"
2,"15,5836",ATS,2004,"386,75"
2,"2.192,8300",ITL,2004,"2,75"
2,"45,6850",BEF,2004,"131,93"
2,"2,9390",BRL,2004,"2.050,70"
2,"2,9200",ARS,2004,"2.064,04"
2,"1,3440",CAD,2004,"4.484,38"
2,"6,6200",ZAR,2004,"910,42"
2,"1,4803",SDR,2004,"8.921,77"
2,"393,3000",XAU,2004,"2.370.419,10"
2,"1.915,2000",VEF,2004,"3,15"
2,"594,3000",CLP,2004,"10,14"
2,"1,2449",EUR,2004,"7.503,01"
2,"29,0000",UYU,2004,"207,83"
3,"1,0000",USD,2004,"5.880,00"
3,"2,2150",DEM,2004,"2.654,63"
3,"105,5800",JPY,2004,"55,69"
3,"1,8263",GBP,2004,"10.738,64"
3,"1,2788",CHF,2004,"4.598,06"
3,"7,4287",FRF,2004,"791,52"
3,"7,6047",SEK,2004,"773,21"
3,"2,4957",NLG,2004,"2.356,05"
3,"6,1117",DKK,2004,"962,09"
3,"188,4300",ESP,2004,"31,21"
3,"6,9265",NOK,2004,"848,91"
3,"15,5836",ATS,2004,"377,32"
3,"2.192,8300",ITL,2004,"2,68"
3,"45,6850",BEF,2004,"128,71"
3,"2,9200",BRL,2004,"2.013,70"
3,"2,8650",ARS,2004,"2.052,36"
3,"1,3073",CAD,2004,"4.497,82"
3,"6,2963",ZAR,2004,"933,88"
3,"1,4751",SDR,2004,"8.673,59"
3,"420,4000",XAU,2004,"2.471.952,00"
3,"1.915,2000",VEF,2004,"3,07"
3,"626,1000",CLP,2004,"9,39"
3,"1,2173",EUR,2004,"7.157,72"
3,"29,2000",UYU,2004,"201,37"
4,"1,0000",USD,2004,"5.725,00"
4,"2,2150",DEM,2004,"2.584,65"
4,"110,0700",JPY,2004,"52,01"
4,"1,7735",GBP,2004,"10.153,29"
4,"1,2960",CHF,2004,"4.417,44"
4,"7,4287",FRF,2004,"770,66"
4,"7,6532",SEK,2004,"748,05"
4,"2,4957",NLG,2004,"2.293,95"
4,"6,2342",DKK,2004,"918,32"
4,"188,4300",ESP,2004,"30,38"
4,"6,8393",NOK,2004,"837,07"
4,"15,5836",ATS,2004,"367,37"
4,"2.192,8300",ITL,2004,"2,61"
4,"45,6850",BEF,2004,"125,31"
4,"2,9570",BRL,2004,"1.936,08"
4,"2,8650",ARS,2004,"1.998,25"
4,"1,3704",CAD,2004,"4.177,61"
4,"6,8636",ZAR,2004,"834,11"
4,"1,4429",SDR,2004,"8.260,60"
4,"385,6000",XAU,2004,"2.207.560,00"
4,"1.915,2000",VEF,2004,"2,99"
4,"626,0000",CLP,2004,"9,15"
4,"1,1925",EUR,2004,"6.827,06"
4,"29,2000",UYU,2004,"196,06"
5,"1,0000",USD,2004,"5.950,00"
5,"2,2150",DEM,2004,"2.686,23"
5,"110,1100",JPY,2004,"54,04"
5,"1,8314",GBP,2004,"10.896,83"
5,"1,2529",CHF,2004,"4.748,98"
5,"7,4287",FRF,2004,"800,95"
5,"7,4581",SEK,2004,"797,79"
5,"2,4957",NLG,2004,"2.384,10"
5,"6,0887",DKK,2004,"977,22"
5,"188,4300",ESP,2004,"31,58"
5,"6,7236",NOK,2004,"884,94"
5,"15,5836",ATS,2004,"381,81"
5,"2.192,8300",ITL,2004,"2,71"
5,"45,6850",BEF,2004,"130,24"
5,"3,1090",BRL,2004,"1.913,80"
5,"2,9600",ARS,2004,"2.010,14"
5,"1,3644",CAD,2004,"4.360,89"
5,"6,4800",ZAR,2004,"918,21"
5,"1,4688",SDR,2004,"8.739,36"
5,"393,5500",XAU,2004,"2.341.622,50"
5,"1.915,2000",VEF,2004,"3,11"
5,"632,8000",CLP,2004,"9,40"
5,"1,2210",EUR,2004,"7.264,95"
5,"29,3000",UYU,2004,"203,07"
6,"1,0000",USD,2004,"5.890,00"
6,"2,2150",DEM,2004,"2.659,14"
6,"108,2100",JPY,2004,"54,43"
6,"1,8062",GBP,2004,"10.638,52"
6,"1,2627",CHF,2004,"4.664,61"
6,"7,4287",FRF,2004,"792,87"
6,"7,5270",SEK,2004,"782,52"
6,"2,4957",NLG,2004,"2.360,06"
6,"6,1362",DKK,2004,"959,88"
6,"188,4300",ESP,2004,"31,26"
6,"6,9030",NOK,2004,"853,25"
6,"15,5836",ATS,2004,"377,96"
6,"2.192,8300",ITL,2004,"2,69"
6,"45,6850",BEF,2004,"128,93"
6,"3,1150",BRL,2004,"1.890,85"
6,"2,9625",ARS,2004,"1.988,19"
6,"1,3470",CAD,2004,"4.372,68"
6,"6,2251",ZAR,2004,"946,17"
6,"1,4676",SDR,2004,"8.644,16"
6,"391,7500",XAU,2004,"2.307.407,50"
6,"1.915,2000",VEF,2004,"3,08"
6,"636,6000",CLP,2004,"9,25"
6,"1,2109",EUR,2004,"7.132,20"
6,"29,7000",UYU,2004,"198,32"
7,"1,0000",USD,2004,"5.909,00"
7,"2,2150",DEM,2004,"2.667,72"
7,"111,9600",JPY,2004,"52,78"
7,"1,8153",GBP,2004,"10.726,61"
7,"1,2783",CHF,2004,"4.622,55"
7,"7,4287",FRF,2004,"795,43"
7,"7,6558",SEK,2004,"771,83"
7,"2,4957",NLG,2004,"2.367,67"
7,"6,1679",DKK,2004,"958,02"
7,"188,4300",ESP,2004,"31,36"
7,"7,0129",NOK,2004,"842,59"
7,"15,5836",ATS,2004,"379,18"
7,"2.192,8300",ITL,2004,"2,69"
7,"45,6850",BEF,2004,"129,34"
7,"3,0315",BRL,2004,"1.949,20"
7,"2,9775",ARS,2004,"1.984,55"
7,"1,3263",CAD,2004,"4.455,25"
7,"6,2468",ZAR,2004,"945,92"
7,"1,4551",SDR,2004,"8.598,19"
7,"387,4000",XAU,2004,"2.289.146,60"
7,"1.915,2000",VEF,2004,"3,09"
7,"636,5000",CLP,2004,"9,28"
7,"1,2053",EUR,2004,"7.122,12"
7,"29,3600",UYU,2004,"201,26"
8,"1,0000",USD,2004,"5.910,00"
8,"2,2150",DEM,2004,"2.668,17"
8,"109,8600",JPY,2004,"53,80"
8,"1,7936",GBP,2004,"10.600,18"
8,"1,2781",CHF,2004,"4.624,05"
8,"7,4287",FRF,2004,"795,56"
8,"7,5625",SEK,2004,"781,49"
8,"2,4957",NLG,2004,"2.368,07"
8,"6,1669",DKK,2004,"958,34"
8,"188,4300",ESP,2004,"31,36"
8,"6,9532",NOK,2004,"849,97"
8,"15,5836",ATS,2004,"379,24"
8,"2.192,8300",ITL,2004,"2,70"
8,"45,6850",BEF,2004,"129,36"
8,"2,9430",BRL,2004,"2.008,15"
8,"3,0050",ARS,2004,"1.966,72"
8,"1,3163",CAD,2004,"4.489,86"
8,"6,6776",ZAR,2004,"885,05"
8,"1,4616",SDR,2004,"8.638,06"
8,"406,7500",XAU,2004,"2.403.892,50"
8,"1.915,2000",VEF,2004,"3,09"
8,"628,8000",CLP,2004,"9,40"
8,"1,2050",EUR,2004,"7.121,55"
8,"28,6700",UYU,2004,"206,14"
9,"1,0000",USD,2004,"5.945,00"
9,"2,2150",DEM,2004,"2.683,97"
9,"111,4700",JPY,2004,"53,33"
9,"1,8092",GBP,2004,"10.755,69"
9,"1,2613",CHF,2004,"4.713,39"
9,"7,4287",FRF,2004,"800,27"
9,"7,3635",SEK,2004,"807,36"
9,"2,4957",NLG,2004,"2.382,10"
9,"6,0472",DKK,2004,"983,10"
9,"188,4300",ESP,2004,"31,55"
9,"6,7769",NOK,2004,"877,24"
9,"15,5836",ATS,2004,"381,49"
9,"2.192,8300",ITL,2004,"2,71"
9,"45,6850",BEF,2004,"130,13"
9,"2,8610",BRL,2004,"2.077,94"
9,"2,9875",ARS,2004,"1.989,96"
9,"1,2748",CAD,2004,"4.663,48"
9,"6,3974",ZAR,2004,"929,28"
9,"1,4677",SDR,2004,"8.725,48"
9,"411,4000",XAU,2004,"2.445.773,00"
9,"1.915,2000",VEF,2004,"3,10"
9,"606,4000",CLP,2004,"9,80"
9,"1,2299",EUR,2004,"7.311,76"
9,"27,5600",UYU,2004,"215,71"
10,"1,0000",USD,2004,"6.060,00"
10,"2,2150",DEM,2004,"2.735,89"
10,"106,1600",JPY,2004,"57,08"
10,"1,8310",GBP,2004,"11.095,86"
10,"1,1989",CHF,2004,"5.054,63"
10,"7,4287",FRF,2004,"815,76"
10,"7,0933",SEK,2004,"854,33"
10,"2,4957",NLG,2004,"2.428,18"
10,"5,8303",DKK,2004,"1.039,40"
10,"188,4300",ESP,2004,"32,16"
10,"6,4020",NOK,2004,"946,58"
10,"15,5836",ATS,2004,"388,87"
10,"2.192,8300",ITL,2004,"2,76"
10,"45,6850",BEF,2004,"132,65"
10,"2,8640",BRL,2004,"2.115,92"
10,"2,9720",ARS,2004,"2.039,03"
10,"1,2206",CAD,2004,"4.964,77"
10,"6,0762",ZAR,2004,"997,33"
10,"1,4937",SDR,2004,"9.051,82"
10,"424,2500",XAU,2004,"2.570.955,00"
10,"1.915,2000",VEF,2004,"3,16"
10,"614,5000",CLP,2004,"9,86"
10,"1,2744",EUR,2004,"7.722,86"
10,"27,1600",UYU,2004,"223,12"
11,"1,0000",USD,2004,"6.125,00"
11,"2,2150",DEM,2004,"2.765,24"
11,"102,6100",JPY,2004,"59,69"
11,"1,8906",GBP,2004,"11.579,93"
11,"1,1422",CHF,2004,"5.362,46"
11,"7,4287",FRF,2004,"824,51"
11,"6,7095",SEK,2004,"912,88"
11,"2,4957",NLG,2004,"2.454,22"
11,"5,5979",DKK,2004,"1.094,16"
11,"188,4300",ESP,2004,"32,51"
11,"6,0903",NOK,2004,"1.005,70"
11,"15,5836",ATS,2004,"393,04"
11,"2.192,8300",ITL,2004,"2,79"
11,"45,6850",BEF,2004,"134,07"
11,"2,7455",BRL,2004,"2.230,92"
11,"2,9450",ARS,2004,"2.079,80"
11,"1,1842",CAD,2004,"5.172,27"
11,"5,7662",ZAR,2004,"1.062,22"
11,"1,5260",SDR,2004,"9.346,75"
11,"451,4500",XAU,2004,"2.765.131,25"
11,"1.915,2000",VEF,2004,"3,20"
11,"588,8500",CLP,2004,"10,40"
11,"1,3265",EUR,2004,"8.124,81"
11,"26,6000",UYU,2004,"230,26"
12,"1,0000",USD,2004,"6.240,00"
12,"2,2150",DEM,2004,"2.817,16"
12,"103,5800",JPY,2004,"60,24"
12,"1,9199",GBP,2004,"11.980,18"
12,"1,1359",CHF,2004,"5.493,44"
12,"7,4287",FRF,2004,"839,99"
12,"6,6285",SEK,2004,"941,39"
12,"2,4957",NLG,2004,"2.500,30"
12,"5,4681",DKK,2004,"1.141,16"
12,"188,4300",ESP,2004,"33,12"
12,"6,0595",NOK,2004,"1.029,79"
12,"15,5836",ATS,2004,"400,42"
12,"2.192,8300",ITL,2004,"2,85"
12,"45,6850",BEF,2004,"136,59"
12,"2,6555",BRL,2004,"2.349,84"
12,"2,9740",ARS,2004,"2.098,18"
12,"1,2112",CAD,2004,"5.151,92"
12,"5,6612",ZAR,2004,"1.102,24"
12,"1,5478",SDR,2004,"9.658,27"
12,"435,2000",XAU,2004,"2.715.648,00"
12,"1.915,2000",VEF,2004,"3,26"
12,"556,2000",CLP,2004,"11,22"
12,"1,3598",EUR,2004,"8.485,15"
12,"26,0800",UYU,2004,"239,26"
1,"1,0000",USD,2005,"6.330,00"
1,"2,2150",DEM,2005,"2.857,79"
1,"103,2100",JPY,2005,"61,33"
1,"1,8850",GBP,2005,"11.932,05"
1,"1,1855",CHF,2005,"5.339,52"
1,"7,4287",FRF,2005,"852,10"
1,"6,9635",SEK,2005,"909,03"
1,"2,4957",NLG,2005,"2.536,36"
1,"5,7008",DKK,2005,"1.110,37"
1,"188,4300",ESP,2005,"33,59"
1,"6,3231",NOK,2005,"1.001,09"
1,"15,5836",ATS,2005,"406,20"
1,"2.192,8300",ITL,2005,"2,89"
1,"45,6850",BEF,2005,"138,56"
1,"2,6485",BRL,2005,"2.390,03"
1,"2,9250",ARS,2005,"2.164,10"
1,"1,2392",CAD,2005,"5.108,13"
1,"5,9225",ZAR,2005,"1.068,81"
1,"1,5208",SDR,2005,"9.626,66"
1,"426,8000",XAU,2005,"2.701.644,00"
1,"1.915,2000",VEF,2005,"3,31"
1,"585,7000",CLP,2005,"10,81"
1,"1,3050",EUR,2005,"8.260,65"
1,"24,9500",UYU,2005,"253,71"
2,"1,0000",USD,2005,"6.245,00"
2,"2,2150",DEM,2005,"2.819,41"
2,"105,1200",JPY,2005,"59,41"
2,"1,9130",GBP,2005,"11.946,69"
2,"1,1685",CHF,2005,"5.344,46"
2,"7,4287",FRF,2005,"840,66"
2,"6,8773",SEK,2005,"908,06"
2,"2,4957",NLG,2005,"2.502,30"
2,"5,6390",DKK,2005,"1.107,47"
2,"188,4300",ESP,2005,"33,14"
2,"6,2614",NOK,2005,"997,38"
2,"15,5836",ATS,2005,"400,74"
2,"2.192,8300",ITL,2005,"2,85"
2,"45,6850",BEF,2005,"136,70"
2,"2,6330",BRL,2005,"2.371,82"
2,"2,9300",ARS,2005,"2.131,40"
2,"1,2421",CAD,2005,"5.027,78"
2,"5,8087",ZAR,2005,"1.075,11"
2,"1,5245",SDR,2005,"9.520,50"
2,"434,4500",XAU,2005,"2.713.140,25"
2,"1.915,2000",VEF,2005,"3,26"
2,"577,9000",CLP,2005,"10,81"
2,"1,3194",EUR,2005,"8.239,65"
2,"25,3000",UYU,2005,"246,84"
3,"1,0000",USD,2005,"6.280,00"
3,"2,2150",DEM,2005,"2.835,21"
3,"107,4100",JPY,2005,"58,47"
3,"1,8820",GBP,2005,"11.818,96"
3,"1,1973",CHF,2005,"5.245,13"
3,"7,4287",FRF,2005,"845,37"
3,"7,0522",SEK,2005,"890,50"
3,"2,4957",NLG,2005,"2.516,33"
3,"5,7545",DKK,2005,"1.091,32"
3,"188,4300",ESP,2005,"33,33"
3,"6,3244",NOK,2005,"992,98"
3,"15,5836",ATS,2005,"402,99"
3,"2.192,8300",ITL,2005,"2,86"
3,"45,6850",BEF,2005,"137,46"
3,"2,6755",BRL,2005,"2.347,22"
3,"2,9150",ARS,2005,"2.154,37"
3,"1,2171",CAD,2005,"5.159,81"
3,"6,2870",ZAR,2005,"998,89"
3,"1,5087",SDR,2005,"9.474,64"
3,"426,1000",XAU,2005,"2.675.908,00"
3,"2.144,6000",VEF,2005,"2,93"
3,"586,0000",CLP,2005,"10,72"
3,"1,2944",EUR,2005,"8.128,83"
3,"25,5000",UYU,2005,"246,27"
4,"1,0000",USD,2005,"6.250,00"
4,"2,2150",DEM,2005,"2.821,67"
4,"105,9200",JPY,2005,"59,01"
4,"1,9087",GBP,2005,"11.929,38"
4,"1,1921",CHF,2005,"5.242,85"
4,"7,4287",FRF,2005,"841,33"
4,"7,0896",SEK,2005,"881,57"
4,"2,4957",NLG,2005,"2.504,31"
4,"5,7664",DKK,2005,"1.083,87"
4,"188,4300",ESP,2005,"33,17"
4,"6,3066",NOK,2005,"991,03"
4,"15,5836",ATS,2005,"401,06"
4,"2.192,8300",ITL,2005,"2,85"
4,"45,6850",BEF,2005,"136,81"
4,"2,5260",BRL,2005,"2.474,27"
4,"2,9025",ARS,2005,"2.153,32"
4,"1,2505",CAD,2005,"4.998,00"
4,"6,1295",ZAR,2005,"1.019,66"
4,"1,5135",SDR,2005,"9.459,38"
4,"431,5000",XAU,2005,"2.696.875,00"
4,"2.144,6000",VEF,2005,"2,91"
4,"583,3000",CLP,2005,"10,71"
4,"1,2910",EUR,2005,"8.068,75"
4,"25,0500",UYU,2005,"249,50"
5,"1,0000",USD,2005,"6.225,00"
5,"2,2150",DEM,2005,"2.810,38"
5,"107,9500",JPY,2005,"57,67"
5,"1,8233",GBP,2005,"11.350,04"
5,"1,2384",CHF,2005,"5.026,65"
5,"7,4287",FRF,2005,"837,97"
