Mes,ME/USD,Moneda,Anho,G/ME
5,"7,3577",SEK,2005,"846,05"
5,"2,4957",NLG,2005,"2.494,29"
5,"5,9682",DKK,2005,"1.043,03"
5,"188,4300",ESP,2005,"33,04"
5,"6,3972",NOK,2005,"973,08"
5,"15,5836",ATS,2005,"399,46"
5,"2.192,8300",ITL,2005,"2,84"
5,"45,6850",BEF,2005,"136,26"
5,"2,3735",BRL,2005,"2.622,71"
5,"2,8825",ARS,2005,"2.159,58"
5,"1,2571",CAD,2005,"4.951,87"
5,"6,6368",ZAR,2005,"937,95"
5,"1,4851",SDR,2005,"9.244,75"
5,"418,4000",XAU,2005,"2.604.540,00"
5,"2.144,6000",VEF,2005,"2,90"
5,"580,0000",CLP,2005,"10,73"
5,"1,2466",EUR,2005,"7.760,09"
5,"24,2000",UYU,2005,"257,23"
6,"1,0000",USD,2005,"6.050,00"
6,"2,2150",DEM,2005,"2.731,38"
6,"110,2000",JPY,2005,"54,90"
6,"1,8078",GBP,2005,"10.937,19"
6,"1,2772",CHF,2005,"4.736,92"
6,"7,4287",FRF,2005,"814,41"
6,"7,8071",SEK,2005,"774,94"
6,"2,4957",NLG,2005,"2.424,17"
6,"6,1522",DKK,2005,"983,39"
6,"188,4300",ESP,2005,"32,11"
6,"6,5284",NOK,2005,"926,72"
6,"15,5836",ATS,2005,"388,23"
6,"2.192,8300",ITL,2005,"2,76"
6,"45,6850",BEF,2005,"132,43"
6,"2,3495",BRL,2005,"2.575,02"
6,"2,8950",ARS,2005,"2.089,81"
6,"1,2256",CAD,2005,"4.936,36"
6,"6,6707",ZAR,2005,"906,95"
6,"1,4591",SDR,2005,"8.827,56"
6,"437,5000",XAU,2005,"2.646.875,00"
6,"2.144,6000",VEF,2005,"2,82"
6,"578,2000",CLP,2005,"10,46"
6,"1,2106",EUR,2005,"7.324,13"
6,"24,6100",UYU,2005,"245,84"
7,"1,0000",USD,2005,"5.970,00"
7,"2,2150",DEM,2005,"2.695,26"
7,"112,3400",JPY,2005,"53,14"
7,"1,7547",GBP,2005,"10.475,56"
7,"1,2890",CHF,2005,"4.631,50"
7,"7,4287",FRF,2005,"803,64"
7,"7,7529",SEK,2005,"770,03"
7,"2,4957",NLG,2005,"2.392,11"
7,"6,1576",DKK,2005,"969,53"
7,"188,4300",ESP,2005,"31,68"
7,"6,5300",NOK,2005,"914,24"
7,"15,5836",ATS,2005,"383,10"
7,"2.192,8300",ITL,2005,"2,72"
7,"45,6850",BEF,2005,"130,68"
7,"2,4170",BRL,2005,"2.470,00"
7,"2,8625",ARS,2005,"2.085,59"
7,"1,2351",CAD,2005,"4.833,62"
7,"6,6044",ZAR,2005,"903,94"
7,"1,4501",SDR,2005,"8.657,10"
7,"427,4000",XAU,2005,"2.551.578,00"
7,"2.144,6000",VEF,2005,"2,78"
7,"562,3000",CLP,2005,"10,62"
7,"1,2115",EUR,2005,"7.232,66"
7,"24,5000",UYU,2005,"243,67"
8,"1,0000",USD,2005,"6.070,00"
8,"2,2150",DEM,2005,"2.740,41"
8,"111,3300",JPY,2005,"54,52"
8,"1,7864",GBP,2005,"10.843,45"
8,"1,2693",CHF,2005,"4.782,16"
8,"7,4287",FRF,2005,"817,10"
8,"7,6451",SEK,2005,"793,97"
8,"2,4957",NLG,2005,"2.432,18"
8,"6,1025",DKK,2005,"994,67"
8,"188,4300",ESP,2005,"32,21"
8,"6,4740",NOK,2005,"937,60"
8,"15,5836",ATS,2005,"389,51"
8,"2.192,8300",ITL,2005,"2,77"
8,"45,6850",BEF,2005,"132,87"
8,"2,3838",BRL,2005,"2.546,35"
8,"2,9100",ARS,2005,"2.085,91"
8,"1,1903",CAD,2005,"5.099,55"
8,"6,5162",ZAR,2005,"931,52"
8,"1,4600",SDR,2005,"8.862,20"
8,"430,5000",XAU,2005,"2.613.135,00"
8,"2.144,6000",VEF,2005,"2,83"
8,"544,6000",CLP,2005,"11,15"
8,"1,2219",EUR,2005,"7.416,93"
8,"24,2000",UYU,2005,"250,83"
9,"1,0000",USD,2005,"6.115,00"
9,"2,2150",DEM,2005,"2.760,72"
9,"113,3400",JPY,2005,"53,95"
9,"1,7615",GBP,2005,"10.771,57"
9,"1,2964",CHF,2005,"4.716,91"
9,"7,4287",FRF,2005,"823,16"
9,"7,8108",SEK,2005,"782,89"
9,"2,4957",NLG,2005,"2.450,21"
9,"6,2135",DKK,2005,"984,15"
9,"188,4300",ESP,2005,"32,45"
9,"6,5113",NOK,2005,"939,14"
9,"15,5836",ATS,2005,"392,40"
9,"2.192,8300",ITL,2005,"2,79"
9,"45,6850",BEF,2005,"133,85"
9,"2,2463",BRL,2005,"2.722,25"
9,"2,9125",ARS,2005,"2.099,57"
9,"1,1811",CAD,2005,"5.177,38"
9,"6,4076",ZAR,2005,"954,34"
9,"1,4489",SDR,2005,"8.860,02"
9,"463,9000",XAU,2005,"2.836.748,50"
9,"2.144,6000",VEF,2005,"2,85"
9,"538,4000",CLP,2005,"11,36"
9,"1,2008",EUR,2005,"7.342,89"
9,"23,8500",UYU,2005,"256,39"
10,"1,0000",USD,2005,"6.130,00"
10,"2,2150",DEM,2005,"2.767,49"
10,"115,4500",JPY,2005,"53,10"
10,"1,7801",GBP,2005,"10.912,01"
10,"1,2759",CHF,2005,"4.804,45"
10,"7,4287",FRF,2005,"825,18"
10,"7,8651",SEK,2005,"779,39"
10,"2,4957",NLG,2005,"2.456,22"
10,"6,1583",DKK,2005,"995,40"
10,"188,4300",ESP,2005,"32,53"
10,"6,4420",NOK,2005,"951,57"
10,"15,5836",ATS,2005,"393,36"
10,"2.192,8300",ITL,2005,"2,80"
10,"45,6850",BEF,2005,"134,18"
10,"2,2800",BRL,2005,"2.688,60"
10,"3,0050",ARS,2005,"2.039,93"
10,"1,1756",CAD,2005,"5.214,36"
10,"6,7118",ZAR,2005,"913,32"
10,"1,4521",SDR,2005,"8.901,37"
10,"470,2000",XAU,2005,"2.882.326,00"
10,"2.144,6000",VEF,2005,"2,86"
10,"543,7000",CLP,2005,"11,27"
10,"1,2112",EUR,2005,"7.424,66"
10,"23,2600",UYU,2005,"263,54"
11,"1,0000",USD,2005,"6.135,00"
11,"2,2150",DEM,2005,"2.769,75"
11,"119,3200",JPY,2005,"51,42"
11,"1,7207",GBP,2005,"10.556,49"
11,"1,3140",CHF,2005,"4.668,95"
11,"7,4287",FRF,2005,"825,85"
11,"8,0592",SEK,2005,"761,24"
11,"2,4957",NLG,2005,"2.458,23"
11,"6,3273",DKK,2005,"969,61"
11,"188,4300",ESP,2005,"32,56"
11,"6,7299",NOK,2005,"911,60"
11,"15,5836",ATS,2005,"393,68"
11,"2.192,8300",ITL,2005,"2,80"
11,"45,6850",BEF,2005,"134,29"
11,"2,1988",BRL,2005,"2.790,16"
11,"2,9925",ARS,2005,"2.050,13"
11,"1,1680",CAD,2005,"5.252,57"
11,"6,4440",ZAR,2005,"952,05"
11,"1,4264",SDR,2005,"8.750,96"
11,"497,1000",XAU,2005,"3.049.708,50"
11,"2.144,6000",VEF,2005,"2,86"
11,"519,1000",CLP,2005,"11,82"
11,"1,1782",EUR,2005,"7.228,26"
11,"23,5100",UYU,2005,"260,95"
12,"1,0000",USD,2005,"6.100,00"
12,"2,2150",DEM,2005,"2.753,95"
12,"117,8700",JPY,2005,"51,75"
12,"1,7213",GBP,2005,"10.499,93"
12,"1,3169",CHF,2005,"4.632,09"
12,"7,4287",FRF,2005,"821,14"
12,"7,9524",SEK,2005,"767,06"
12,"2,4957",NLG,2005,"2.444,20"
12,"6,3022",DKK,2005,"967,92"
12,"188,4300",ESP,2005,"32,37"
12,"6,7727",NOK,2005,"900,67"
12,"15,5836",ATS,2005,"391,44"
12,"2.192,8300",ITL,2005,"2,78"
12,"45,6850",BEF,2005,"133,52"
12,"2,3455",BRL,2005,"2.600,72"
12,"3,0325",ARS,2005,"2.011,54"
12,"1,1669",CAD,2005,"5.227,53"
12,"6,3280",ZAR,2005,"963,97"
12,"1,4347",SDR,2005,"8.751,67"
12,"516,3000",XAU,2005,"3.149.430,00"
12,"2.144,6000",VEF,2005,"2,84"
12,"514,0000",CLP,2005,"11,87"
12,"1,1829",EUR,2005,"7.215,69"
12,"23,5000",UYU,2005,"259,57"
1,"1,0000",USD,2006,"6.130,00"
1,"2,2150",DEM,2006,"2.767,49"
1,"117,6600",JPY,2006,"52,10"
1,"1,7687",GBP,2006,"10.842,13"
1,"1,2873",CHF,2006,"4.761,90"
1,"7,4287",FRF,2006,"825,18"
1,"7,6385",SEK,2006,"802,51"
1,"2,4957",NLG,2006,"2.456,22"
1,"6,1745",DKK,2006,"992,79"
1,"188,4300",ESP,2006,"32,53"
1,"6,7236",NOK,2006,"911,71"
1,"15,5836",ATS,2006,"393,36"
1,"2.192,8300",ITL,2006,"2,80"
1,"45,6850",BEF,2006,"134,18"
1,"2,2015",BRL,2006,"2.784,47"
1,"3,0550",ARS,2006,"2.006,55"
1,"1,1447",CAD,2006,"5.355,11"
1,"6,1500",ZAR,2006,"996,75"
1,"1,4489",SDR,2006,"8.881,76"
1,"563,9000",XAU,2006,"3.456.707,00"
1,"2.144,6000",VEF,2006,"2,86"
1,"523,5000",CLP,2006,"11,71"
1,"1,2086",EUR,2006,"7.408,72"
1,"24,0500",UYU,2006,"254,89"
2,"1,0000",USD,2006,"6.000,00"
2,"2,2150",DEM,2006,"2.708,80"
2,"116,1300",JPY,2006,"51,67"
2,"1,7405",GBP,2006,"10.443,00"
2,"1,3190",CHF,2006,"4.548,90"
2,"7,4287",FRF,2006,"807,68"
2,"7,9658",SEK,2006,"753,22"
2,"2,4957",NLG,2006,"2.404,14"
2,"6,2937",DKK,2006,"953,33"
2,"188,4300",ESP,2006,"31,84"
2,"6,7723",NOK,2006,"885,96"
2,"15,5836",ATS,2006,"385,02"
2,"2.192,8300",ITL,2006,"2,74"
2,"45,6850",BEF,2006,"131,33"
2,"2,1350",BRL,2006,"2.810,30"
2,"3,0725",ARS,2006,"1.952,81"
2,"1,1461",CAD,2006,"5.235,15"
2,"6,1621",ZAR,2006,"973,69"
2,"1,4355",SDR,2006,"8.613,00"
2,"555,1000",XAU,2006,"3.330.600,00"
2,"2.144,6000",VEF,2006,"2,80"
2,"518,0500",CLP,2006,"11,58"
2,"1,1843",EUR,2006,"7.105,80"
2,"24,2000",UYU,2006,"247,93"
3,"1,0000",USD,2006,"5.920,00"
3,"2,2150",DEM,2006,"2.672,69"
3,"117,3000",JPY,2006,"50,47"
3,"1,7446",GBP,2006,"10.328,03"
3,"1,2982",CHF,2006,"4.560,16"
3,"7,4287",FRF,2006,"796,91"
3,"7,7529",SEK,2006,"763,59"
3,"2,4957",NLG,2006,"2.372,08"
3,"6,1467",DKK,2006,"963,12"
3,"188,4300",ESP,2006,"31,42"
3,"6,5635",NOK,2006,"901,96"
3,"15,5836",ATS,2006,"379,89"
3,"2.192,8300",ITL,2006,"2,70"
3,"45,6850",BEF,2006,"129,58"
3,"2,1840",BRL,2006,"2.710,62"
3,"3,0750",ARS,2006,"1.925,20"
3,"1,1623",CAD,2006,"5.093,35"
3,"6,1700",ZAR,2006,"959,48"
3,"1,4378",SDR,2006,"8.511,78"
3,"582,9000",XAU,2006,"3.450.768,00"
3,"2.144,6000",VEF,2006,"2,76"
3,"526,3000",CLP,2006,"11,25"
3,"1,2136",EUR,2006,"7.184,51"
3,"24,1500",UYU,2006,"245,13"
4,"1,0000",USD,2006,"5.730,00"
4,"2,2150",DEM,2006,"2.586,91"
4,"114,0200",JPY,2006,"50,25"
4,"1,8014",GBP,2006,"10.322,02"
4,"1,2604",CHF,2006,"4.546,18"
4,"7,4287",FRF,2006,"771,33"
4,"7,4329",SEK,2006,"770,90"
4,"2,4957",NLG,2006,"2.295,95"
4,"5,9516",DKK,2006,"962,77"
4,"188,4300",ESP,2006,"30,41"
4,"6,2181",NOK,2006,"921,50"
4,"15,5836",ATS,2006,"367,69"
4,"2.192,8300",ITL,2006,"2,61"
4,"45,6850",BEF,2006,"125,42"
4,"2,1080",BRL,2006,"2.718,22"
4,"3,0350",ARS,2006,"1.887,97"
4,"1,1238",CAD,2006,"5.098,77"
4,"6,1630",ZAR,2006,"929,74"
4,"1,4632",SDR,2006,"8.384,14"
4,"641,7000",XAU,2006,"3.676.941,00"
4,"2.144,6000",VEF,2006,"2,67"
4,"517,3000",CLP,2006,"11,08"
4,"1,2531",EUR,2006,"7.180,26"
4,"23,9500",UYU,2006,"239,25"
5,"1,0000",USD,2006,"5.730,00"
5,"2,2150",DEM,2006,"2.586,91"
5,"111,9000",JPY,2006,"51,21"
5,"1,8837",GBP,2006,"10.793,60"
5,"1,2097",CHF,2006,"4.736,71"
5,"7,4287",FRF,2006,"771,33"
5,"7,1851",SEK,2006,"797,48"
5,"2,4957",NLG,2006,"2.295,95"
5,"5,7876",DKK,2006,"990,05"
5,"188,4300",ESP,2006,"30,41"
5,"6,0745",NOK,2006,"943,29"
5,"15,5836",ATS,2006,"367,69"
5,"2.192,8300",ITL,2006,"2,61"
5,"45,6850",BEF,2006,"125,42"
5,"2,3315",BRL,2006,"2.457,65"
5,"3,0810",ARS,2006,"1.859,79"
5,"1,0983",CAD,2006,"5.217,15"
5,"6,5533",ZAR,2006,"874,37"
5,"1,4936",SDR,2006,"8.558,33"
5,"660,5000",XAU,2006,"3.784.665,00"
5,"2.144,6000",VEF,2006,"2,67"
5,"531,2500",CLP,2006,"10,79"
5,"1,2883",EUR,2006,"7.381,96"
5,"23,8500",UYU,2006,"240,25"
6,"1,0000",USD,2006,"5.550,00"
6,"2,2150",DEM,2006,"2.505,64"
6,"116,1400",JPY,2006,"47,79"
6,"1,8126",GBP,2006,"10.059,93"
6,"1,2481",CHF,2006,"4.446,76"
6,"7,4287",FRF,2006,"747,10"
6,"7,3615",SEK,2006,"753,92"
6,"2,4957",NLG,2006,"2.223,83"
6,"5,9465",DKK,2006,"933,32"
6,"188,4300",ESP,2006,"29,45"
6,"6,2995",NOK,2006,"881,02"
6,"15,5836",ATS,2006,"356,14"
6,"2.192,8300",ITL,2006,"2,53"
6,"45,6850",BEF,2006,"121,48"
6,"2,2035",BRL,2006,"2.518,72"
6,"3,0870",ARS,2006,"1.797,86"
6,"1,1133",CAD,2006,"4.985,18"
6,"7,2900",ZAR,2006,"761,32"
6,"1,4672",SDR,2006,"8.142,96"
6,"589,9000",XAU,2006,"3.273.945,00"
6,"2.144,6000",VEF,2006,"2,59"
6,"547,4000",CLP,2006,"10,14"
6,"1,2539",EUR,2006,"6.959,15"
6,"23,7000",UYU,2006,"234,18"
7,"1,0000",USD,2006,"5.480,00"
7,"2,2150",DEM,2006,"2.474,04"
7,"114,6900",JPY,2006,"47,78"
7,"1,8653",GBP,2006,"10.221,84"
7,"1,2316",CHF,2006,"4.449,50"
7,"7,4287",FRF,2006,"737,68"
7,"7,2410",SEK,2006,"756,80"
7,"2,4957",NLG,2006,"2.195,78"
7,"5,8450",DKK,2006,"937,55"
7,"188,4300",ESP,2006,"29,08"
7,"6,1760",NOK,2006,"887,31"
7,"15,5836",ATS,2006,"351,65"
7,"2.192,8300",ITL,2006,"2,50"
7,"45,6850",BEF,2006,"119,95"
7,"2,1815",BRL,2006,"2.512,03"
7,"3,0750",ARS,2006,"1.782,11"
7,"1,1298",CAD,2006,"4.850,42"
7,"6,8718",ZAR,2006,"797,46"
7,"1,4783",SDR,2006,"8.101,08"
7,"636,0000",XAU,2006,"3.485.280,00"
7,"2.144,6000",VEF,2006,"2,56"
7,"539,4000",CLP,2006,"10,16"
7,"1,2764",EUR,2006,"6.994,67"
7,"23,8000",UYU,2006,"230,25"
8,"1,0000",USD,2006,"5.400,00"
8,"2,2150",DEM,2006,"2.437,92"
8,"117,0200",JPY,2006,"46,15"
8,"1,9049",GBP,2006,"10.286,46"
8,"1,2287",CHF,2006,"4.394,89"
8,"7,4287",FRF,2006,"726,91"
8,"7,2076",SEK,2006,"749,21"
8,"2,4957",NLG,2006,"2.163,72"
8,"5,8127",DKK,2006,"929,00"
8,"188,4300",ESP,2006,"28,66"
8,"6,3093",NOK,2006,"855,88"
8,"15,5836",ATS,2006,"346,52"
8,"2.192,8300",ITL,2006,"2,46"
8,"45,6850",BEF,2006,"118,20"
8,"2,1306",BRL,2006,"2.534,50"
8,"3,0925",ARS,2006,"1.746,16"
8,"1,1107",CAD,2006,"4.861,80"
8,"7,0725",ZAR,2006,"763,52"
8,"1,4864",SDR,2006,"8.026,56"
8,"618,5000",XAU,2006,"3.339.900,00"
8,"2.144,6000",VEF,2006,"2,52"
8,"537,5000",CLP,2006,"10,05"
8,"1,2832",EUR,2006,"6.929,28"
8,"23,8000",UYU,2006,"226,89"
9,"1,0000",USD,2006,"5.370,00"
9,"2,2150",DEM,2006,"2.424,38"
9,"117,4000",JPY,2006,"45,74"
9,"1,8881",GBP,2006,"10.139,10"
9,"1,2444",CHF,2006,"4.315,33"
9,"7,4287",FRF,2006,"722,87"
9,"7,3005",SEK,2006,"735,57"
9,"2,4957",NLG,2006,"2.151,70"
9,"5,8689",DKK,2006,"914,99"
9,"188,4300",ESP,2006,"28,50"
9,"6,4991",NOK,2006,"826,27"
9,"15,5836",ATS,2006,"344,59"
9,"2.192,8300",ITL,2006,"2,45"
9,"45,6850",BEF,2006,"117,54"
9,"2,1856",BRL,2006,"2.456,99"
9,"3,1025",ARS,2006,"1.730,86"
9,"1,1148",CAD,2006,"4.817,01"
9,"7,6168",ZAR,2006,"705,02"
9,"1,4802",SDR,2006,"7.948,67"
9,"591,7000",XAU,2006,"3.177.429,00"
9,"2.144,6000",VEF,2006,"2,50"
9,"537,0500",CLP,2006,"10,00"
9,"1,2699",EUR,2006,"6.819,36"
9,"23,7000",UYU,2006,"226,58"
10,"1,0000",USD,2006,"5.380,00"
10,"2,2150",DEM,2006,"2.428,89"
10,"117,4900",JPY,2006,"45,79"
10,"1,8998",GBP,2006,"10.220,92"
10,"1,2487",CHF,2006,"4.308,48"
10,"7,4287",FRF,2006,"724,22"
10,"7,2358",SEK,2006,"743,53"
10,"2,4957",NLG,2006,"2.155,71"
10,"5,8562",DKK,2006,"918,68"
10,"188,4300",ESP,2006,"28,55"
10,"6,5360",NOK,2006,"823,13"
10,"15,5836",ATS,2006,"345,23"
10,"2.192,8300",ITL,2006,"2,45"
10,"45,6850",BEF,2006,"117,76"
10,"2,1376",BRL,2006,"2.516,84"
10,"3,0900",ARS,2006,"1.741,10"
10,"1,1217",CAD,2006,"4.796,29"
10,"7,4517",ZAR,2006,"721,98"
10,"1,4778",SDR,2006,"7.950,56"
10,"604,4000",XAU,2006,"3.251.672,00"
10,"2.144,6000",VEF,2006,"2,51"
10,"523,5000",CLP,2006,"10,28"
10,"1,2724",EUR,2006,"6.845,51"
10,"23,6500",UYU,2006,"227,48"
11,"1,0000",USD,2006,"5.400,00"
11,"2,2150",DEM,2006,"2.437,92"
11,"116,3300",JPY,2006,"46,42"
11,"1,9487",GBP,2006,"10.522,98"
11,"1,2085",CHF,2006,"4.468,35"
11,"7,4287",FRF,2006,"726,91"
11,"6,9070",SEK,2006,"781,82"
11,"2,4957",NLG,2006,"2.163,72"
11,"5,6673",DKK,2006,"952,83"
11,"188,4300",ESP,2006,"28,66"
11,"6,2720",NOK,2006,"860,97"
11,"15,5836",ATS,2006,"346,52"
11,"2.192,8300",ITL,2006,"2,46"
11,"45,6850",BEF,2006,"118,20"
11,"2,1810",BRL,2006,"2.475,93"
11,"3,0760",ARS,2006,"1.755,53"
11,"1,1377",CAD,2006,"4.746,42"
11,"7,1213",ZAR,2006,"758,29"
11,"1,5043",SDR,2006,"8.123,22"
11,"635,2000",XAU,2006,"3.430.080,00"
11,"2.144,6000",VEF,2006,"2,52"
11,"529,0000",CLP,2006,"10,21"
11,"1,3149",EUR,2006,"7.100,46"
11,"24,1500",UYU,2006,"223,60"
12,"1,0000",USD,2006,"5.170,00"
12,"2,2150",DEM,2006,"2.334,09"
12,"118,7700",JPY,2006,"43,53"
12,"1,9609",GBP,2006,"10.137,85"
12,"1,2222",CHF,2006,"4.230,08"
12,"7,4287",FRF,2006,"695,95"
12,"6,8746",SEK,2006,"752,04"
12,"2,4957",NLG,2006,"2.071,56"
12,"5,6684",DKK,2006,"912,07"
12,"188,4300",ESP,2006,"27,44"
12,"6,2625",NOK,2006,"825,55"
12,"15,5836",ATS,2006,"331,76"
12,"2.192,8300",ITL,2006,"2,36"
12,"45,6850",BEF,2006,"113,17"
12,"2,1440",BRL,2006,"2.411,38"
12,"3,0723",ARS,2006,"1.682,78"
12,"1,1584",CAD,2006,"4.463,05"
12,"7,0013",ZAR,2006,"738,43"
12,"1,5038",SDR,2006,"7.774,65"
12,"629,1000",XAU,2006,"3.252.447,00"
12,"2.144,6000",VEF,2006,"2,41"
12,"534,6000",CLP,2006,"9,67"
12,"1,3151",EUR,2006,"6.799,07"
12,"24,3000",UYU,2006,"212,76"
1,"1,0000",USD,2007,"5.250,00"
1,"2,2150",DEM,2007,"2.370,20"
1,"121,5200",JPY,2007,"43,20"
1,"1,9615",GBP,2007,"10.297,88"
1,"1,2525",CHF,2007,"4.191,62"
1,"7,4287",FRF,2007,"706,72"
1,"6,9690",SEK,2007,"753,34"
1,"2,4957",NLG,2007,"2.103,62"
1,"5,7524",DKK,2007,"912,66"
1,"188,4300",ESP,2007,"27,86"
1,"6,2885",NOK,2007,"834,86"
1,"15,5836",ATS,2007,"336,89"
1,"2.192,8300",ITL,2007,"2,39"
1,"45,6850",BEF,2007,"114,92"
1,"2,1320",BRL,2007,"2.462,48"
1,"3,1050",ARS,2007,"1.690,82"
1,"1,1810",CAD,2007,"4.445,39"
1,"7,2863",ZAR,2007,"720,53"
1,"1,4916",SDR,2007,"7.830,90"
1,"644,9000",XAU,2007,"3.385.725,00"
1,"2.144,6000",VEF,2007,"2,45"
1,"544,1000",CLP,2007,"9,65"
1,"1,2958",EUR,2007,"6.802,95"
1,"24,1500",UYU,2007,"217,39"
2,"1,0000",USD,2007,"5.180,00"
2,"2,2150",DEM,2007,"2.338,60"
2,"118,8100",JPY,2007,"43,60"
2,"1,9660",GBP,2007,"10.183,88"
2,"1,2211",CHF,2007,"4.242,08"
2,"7,4287",FRF,2007,"697,30"
2,"6,9740",SEK,2007,"742,76"
2,"2,4957",NLG,2007,"2.075,57"
2,"5,6272",DKK,2007,"920,53"
2,"188,4300",ESP,2007,"27,49"
2,"6,1018",NOK,2007,"848,93"
2,"15,5836",ATS,2007,"332,40"
2,"2.192,8300",ITL,2007,"2,36"
2,"45,6850",BEF,2007,"113,39"
2,"2,1080",BRL,2007,"2.457,31"
2,"3,1040",ARS,2007,"1.668,81"
2,"1,1610",CAD,2007,"4.461,67"
2,"7,1710",ZAR,2007,"722,35"
2,"1,5054",SDR,2007,"7.797,97"
2,"677,7000",XAU,2007,"3.510.486,00"
2,"2.144,6000",VEF,2007,"2,42"
2,"538,7000",CLP,2007,"9,62"
2,"1,3243",EUR,2007,"6.859,87"
2,"24,1000",UYU,2007,"214,94"
3,"1,0000",USD,2007,"5.050,00"
3,"2,2150",DEM,2007,"2.279,91"
3,"117,9100",JPY,2007,"42,83"
3,"1,9627",GBP,2007,"9.911,64"
3,"1,2180",CHF,2007,"4.146,14"
3,"7,4287",FRF,2007,"679,80"
3,"6,9950",SEK,2007,"721,94"
3,"2,4957",NLG,2007,"2.023,48"
3,"5,5895",DKK,2007,"903,48"
3,"188,4300",ESP,2007,"26,80"
3,"6,0925",NOK,2007,"828,89"
3,"15,5836",ATS,2007,"324,06"
3,"2.192,8300",ITL,2007,"2,30"
3,"45,6850",BEF,2007,"110,54"
3,"2,0520",BRL,2007,"2.461,01"
3,"3,1000",ARS,2007,"1.629,03"
3,"1,1572",CAD,2007,"4.363,98"
3,"7,2897",ZAR,2007,"692,76"
3,"1,5132",SDR,2007,"7.641,66"
3,"657,2000",XAU,2007,"3.318.860,00"
3,"2.144,6000",VEF,2007,"2,35"
3,"538,8000",CLP,2007,"9,37"
3,"1,3325",EUR,2007,"6.729,13"
3,"24,0000",UYU,2007,"210,42"
4,"1,0000",USD,2007,"5.070,00"
4,"2,2150",DEM,2007,"2.288,94"
4,"119,5700",JPY,2007,"42,40"
4,"1,9985",GBP,2007,"10.132,40"
4,"1,2079",CHF,2007,"4.197,37"
4,"7,4287",FRF,2007,"682,49"
4,"6,7109",SEK,2007,"755,49"
4,"2,4957",NLG,2007,"2.031,49"
4,"5,4676",DKK,2007,"927,28"
4,"188,4300",ESP,2007,"26,91"
4,"5,9678",NOK,2007,"849,56"
4,"15,5836",ATS,2007,"325,34"
4,"2.192,8300",ITL,2007,"2,31"
4,"45,6850",BEF,2007,"110,98"
4,"2,0323",BRL,2007,"2.494,71"
4,"3,0900",ARS,2007,"1.640,78"
4,"1,1157",CAD,2007,"4.544,23"
4,"7,0505",ZAR,2007,"719,10"
4,"1,5257",SDR,2007,"7.735,30"
4,"676,4000",XAU,2007,"3.429.348,00"
4,"2.144,6000",VEF,2007,"2,36"
4,"526,5000",CLP,2007,"9,63"
4,"1,3621",EUR,2007,"6.905,85"
4,"23,8500",UYU,2007,"212,58"
5,"1,0000",USD,2007,"5.040,00"
5,"2,2150",DEM,2007,"2.275,40"
5,"121,4700",JPY,2007,"41,49"
5,"1,9748",GBP,2007,"9.952,99"
5,"1,2250",CHF,2007,"4.114,29"
5,"7,4287",FRF,2007,"678,45"
5,"6,9213",SEK,2007,"728,19"
5,"2,4957",NLG,2007,"2.019,47"
5,"5,5441",DKK,2007,"909,07"
5,"188,4300",ESP,2007,"26,75"
5,"6,0599",NOK,2007,"831,70"
5,"15,5836",ATS,2007,"323,42"
5,"2.192,8300",ITL,2007,"2,30"
5,"45,6850",BEF,2007,"110,32"
5,"1,9555",BRL,2007,"2.577,35"
5,"3,0825",ARS,2007,"1.635,04"
5,"1,0746",CAD,2007,"4.690,12"
5,"7,1765",ZAR,2007,"702,29"
5,"1,5119",SDR,2007,"7.619,98"
5,"653,1500",XAU,2007,"3.291.876,00"
5,"2.144,6000",VEF,2007,"2,35"
5,"527,4000",CLP,2007,"9,56"
5,"1,3431",EUR,2007,"6.769,22"
5,"23,8000",UYU,2007,"211,76"
6,"1,0000",USD,2007,"5.140,00"
6,"2,2150",DEM,2007,"2.320,54"
6,"122,9500",JPY,2007,"41,81"
6,"2,0021",GBP,2007,"10.290,79"
6,"1,2281",CHF,2007,"4.185,33"
6,"7,4287",FRF,2007,"691,91"
6,"6,8551",SEK,2007,"749,81"
6,"2,4957",NLG,2007,"2.059,54"
6,"5,5242",DKK,2007,"930,45"
6,"188,4300",ESP,2007,"27,28"
6,"5,8995",NOK,2007,"871,26"
6,"15,5836",ATS,2007,"329,83"
6,"2.192,8300",ITL,2007,"2,34"
6,"45,6850",BEF,2007,"112,51"
6,"1,9265",BRL,2007,"2.668,05"
6,"3,0875",ARS,2007,"1.664,78"
6,"1,0626",CAD,2007,"4.837,19"
6,"7,0600",ZAR,2007,"728,05"
6,"1,5143",SDR,2007,"7.783,50"
6,"649,2500",XAU,2007,"3.337.145,00"
6,"2.144,6000",VEF,2007,"2,40"
6,"527,4000",CLP,2007,"9,75"
6,"1,3467",EUR,2007,"6.922,04"
6,"23,7000",UYU,2007,"216,88"
7,"1,0000",USD,2007,"5.100,00"
7,"2,2150",DEM,2007,"2.302,48"
7,"118,4400",JPY,2007,"43,06"
7,"2,0242",GBP,2007,"10.323,42"
7,"1,2017",CHF,2007,"4.243,99"
7,"7,4287",FRF,2007,"686,53"
7,"6,7184",SEK,2007,"759,11"
7,"2,4957",NLG,2007,"2.043,51"
7,"5,4391",DKK,2007,"937,66"
7,"188,4300",ESP,2007,"27,07"
7,"5,8353",NOK,2007,"873,99"
7,"15,5836",ATS,2007,"327,27"
